Passagier ID,Geschlecht,Vorname,Nachname,Alter,Ticketklasse,Ticketnummer,Sektor,Reisetyp,Hafen Start,Hafen Ende
1230,weiblich,Adrienne,Gonzalez,21,Außenkabine,K39421,E,Kultur,Genua (ITA),Palma de Mallorca (ESP)
1231,männlich,Joseph,Wilson,39,Mitarbeiter:in,K18758,M,,Palma de Mallorca (ESP),Genua (ITA)
1232,männlich,Terry,Florez,18,Innenkabine,K49072,A,Individual,Genua (ITA),Genua (ITA)
1233,männlich,Robert,Ball,62,Innenkabine,K80200,E,Party,Genua (ITA),Genua (ITA)
1234,weiblich,Michelle,Lefkowitz,70,Außenkabine,K53934,E,Party,Rom (ITA),Palermo (ITA)
1235,männlich,Maurice,Fitch,63,Innenkabine,K21976,E,Kulinarik,Marseille (FRA),Genua (ITA)
1236,weiblich,Theresa,Vu,46,Mitarbeiter:in,K93187,M,,Barcelona (ESP),Marseille (FRA)
1237,weiblich,Luella,Hayes,74,Innenkabine,K34953,E,Kulinarik,Genua (ITA),Genua (ITA)
1238,divers,Kenneth,Nass,51,Innenkabine,K14068,D,Kultur,Genua (ITA),Palma de Mallorca (ESP)
1239,männlich,Michael,Jong,58,Innenkabine,K25835,B,Wandern,Marseille (FRA),Genua (ITA)
1240,weiblich,Inez,Monzo,13,Innenkabine,K28663,E,Party,Barcelona (ESP),Marseille (FRA)
1241,weiblich,Gloria,Mccullough,73,Außenkabine,K57553,B,Individual,Genua (ITA),Genua (ITA)
1242,weiblich,Patricia,Swain,88,Innenkabine,K79785,A,Wandern,Barcelona (ESP),Genua (ITA)
1243,weiblich,Alicia,Goodyear,60,Außenkabine,K13374,D,Kulinarik,Genua (ITA),Palermo (ITA)
1244,weiblich,Wendy,Gibson,81,Innenkabine,K37213,E,Kultur,Rom (ITA),Palermo (ITA)
1245,weiblich,Mary,Grindstaff,69,Mitarbeiter:in,K00403,M,,Genua (ITA),Marseille (FRA)
1246,männlich,Karl,Demonbreun,96,Mitarbeiter:in,K77122,M,,Rom (ITA),Marseille (FRA)
1247,männlich,Juan,Hattaway,88,Innenkabine,K02754,B,Kultur,Marseille (FRA),Genua (ITA)
1248,divers,Rocco,Adams,40,Außenkabine,K98654,E,Kultur,Palermo (ITA),Barcelona (ESP)
1249,weiblich,Irene,Valencia,81,Außenkabine,K49895,B,Individual,Palermo (ITA),Palma de Mallorca (ESP)
1250,weiblich,Lisa,Gerwig,67,Innenkabine,K33350,B,Kulinarik,Genua (ITA),Marseille (FRA)
1251,weiblich,Marguerite,Williams,91,Mitarbeiter:in,K81143,M,,Palermo (ITA),Palma de Mallorca (ESP)
1252,männlich,Kenneth,Sadowski,13,Innenkabine,K24691,B,Kultur,Palma de Mallorca (ESP),Genua (ITA)
1253,männlich,Roger,Robinson,31,Außenkabine,K53107,A,Kulinarik,Genua (ITA),Palma de Mallorca (ESP)
1254,weiblich,Cynthia,Smith,12,Mitarbeiter:in,K49172,M,,Genua (ITA),Barcelona (ESP)
1255,männlich,Donald,Hammons,88,Mitarbeiter:in,K61639,M,,Rom (ITA),Genua (ITA)
1256,männlich,Clifford,Terrill,56,Innenkabine,K04370,C,Wandern,Barcelona (ESP),Marseille (FRA)
1257,weiblich,Patricia,Schoonover,47,Innenkabine,K14991,E,Kulinarik,Marseille (FRA),Genua (ITA)
1258,männlich,Matthew,Galan,42,Innenkabine,K05934,A,Individual,Genua (ITA),Palma de Mallorca (ESP)
1259,weiblich,Brandy,Vollmer,87,Innenkabine,K29535,B,Wandern,Rom (ITA),Palermo (ITA)
1260,männlich,William,Dunn,57,Mitarbeiter:in,K41314,M,,Rom (ITA),Barcelona (ESP)
1261,weiblich,Marian,Thai,74,Außenkabine,K25419,C,Kulinarik,Genua (ITA),Barcelona (ESP)
1262,männlich,Joseph,Stott,35,Innenkabine,K75823,B,Individual,Rom (ITA),Genua (ITA)
1263,weiblich,Kerry,Abbott,17,Innenkabine,K76787,B,Kulinarik,Barcelona (ESP),Marseille (FRA)
1264,männlich,Thomas,Fetterolf,59,Mitarbeiter:in,K75163,M,,Genua (ITA),Rom (ITA)
1265,männlich,Johnathan,Perry,89,Mitarbeiter:in,K23328,M,,Genua (ITA),Barcelona (ESP)
1266,männlich,Ricky,Burke,47,Mitarbeiter:in,K21004,M,,Rom (ITA),Barcelona (ESP)
1267,weiblich,Anna,Pennington,19,Innenkabine,K48345,E,Party,Rom (ITA),Marseille (FRA)
1268,weiblich,Lisa,Dennard,51,Mitarbeiter:in,K96850,M,,Rom (ITA),Palermo (ITA)
1269,männlich,Carl,Weeks,46,Innenkabine,K71866,D,Wandern,Marseille (FRA),Genua (ITA)
1270,weiblich,Maryland,Tucker,35,Innenkabine,K99479,B,Kulinarik,Palma de Mallorca (ESP),Barcelona (ESP)
1271,weiblich,Robin,Kirtley,21,Außenkabine,K02807,E,Kulinarik,Rom (ITA),Marseille (FRA)
1272,weiblich,Vicky,Orosco,93,Mitarbeiter:in,K59454,M,,Rom (ITA),Marseille (FRA)
1273,männlich,Mark,Hester,58,Mitarbeiter:in,K81953,M,,Genua (ITA),Rom (ITA)
1274,weiblich,Susan,Neglia,23,Außenkabine,K24126,E,Individual,Genua (ITA),Barcelona (ESP)
1275,männlich,James,Thieman,55,Außenkabine,K01296,C,Kulinarik,Genua (ITA),Palma de Mallorca (ESP)
1276,männlich,Harland,Stanbaugh,44,Mitarbeiter:in,K37704,M,,Genua (ITA),Palma de Mallorca (ESP)
1277,divers,Jody,Brase,38,Innenkabine,K06377,E,Wandern,Palermo (ITA),Barcelona (ESP)
1278,männlich,John,Hall,21,Mitarbeiter:in,K85664,M,,Palermo (ITA),Palma de Mallorca (ESP)
1279,weiblich,Twyla,Luke,91,Außenkabine,K68317,C,Kulinarik,Palma de Mallorca (ESP),Marseille (FRA)
1280,weiblich,Mary,Coleman,53,Außenkabine,K65625,A,Party,Barcelona (ESP),Marseille (FRA)
1281,weiblich,Thelma,Doherty,75,Innenkabine,K96642,E,Individual,Rom (ITA),Marseille (FRA)
1282,weiblich,Beatrice,Tarver,11,Außenkabine,K16317,E,Kulinarik,Rom (ITA),Genua (ITA)
1283,männlich,Daniel,Collins,68,Außenkabine,K15384,B,Kulinarik,Rom (ITA),Palma de Mallorca (ESP)
1284,männlich,John,Pittman,26,Außenkabine,K37287,A,Party,Barcelona (ESP),Genua (ITA)
1285,weiblich,Denise,Cody,19,Außenkabine,K79409,D,Kulinarik,Rom (ITA),Palermo (ITA)
1286,männlich,Keith,Feeney,27,Außenkabine,K81050,C,Wandern,Genua (ITA),Palermo (ITA)
1287,männlich,Elliot,Rork,31,Mitarbeiter:in,K99966,M,,Palermo (ITA),Palma de Mallorca (ESP)
1288,männlich,Kevin,Chancellor,92,Außenkabine,K09421,E,Individual,Rom (ITA),Palermo (ITA)
1289,männlich,Curtis,Avalos,67,Innenkabine,K44156,D,Wandern,Rom (ITA),Palma de Mallorca (ESP)
1290,männlich,Anthony,Townsend,62,Mitarbeiter:in,K02319,M,,Rom (ITA),Palma de Mallorca (ESP)
1291,männlich,Wesley,Morgan,10,Innenkabine,K43107,E,Party,Palermo (ITA),Genua (ITA)
1292,weiblich,Grace,Bucy,97,Innenkabine,K13941,B,Party,Palma de Mallorca (ESP),Barcelona (ESP)
1293,weiblich,Emma,Roy,70,Innenkabine,K98156,C,Party,Genua (ITA),Barcelona (ESP)
1294,weiblich,Mable,Suggs,98,Mitarbeiter:in,K53019,M,,Rom (ITA),Barcelona (ESP)
1295,männlich,Coy,Gomes,40,Mitarbeiter:in,K95726,M,,Genua (ITA),Barcelona (ESP)
1296,männlich,Samuel,Carr,40,Innenkabine,K83669,A,Kulinarik,Palma de Mallorca (ESP),Genua (ITA)
1297,männlich,Clayton,Byrne,75,Mitarbeiter:in,K82073,M,,Genua (ITA),Rom (ITA)
1298,weiblich,Kayla,Angulo,28,Innenkabine,K14306,C,Party,Palermo (ITA),Palma de Mallorca (ESP)
1299,weiblich,Dorothy,Pinney,62,Außenkabine,K37870,C,Party,Palma de Mallorca (ESP),Genua (ITA)
1300,männlich,Ted,Gervais,85,Mitarbeiter:in,K74088,M,,Marseille (FRA),Genua (ITA)
1301,divers,Dana,Pinera,83,Innenkabine,K66080,E,Party,Rom (ITA),Genua (ITA)
1302,männlich,John,Ross,31,Mitarbeiter:in,K68845,M,,Marseille (FRA),Genua (ITA)
1303,weiblich,Nicole,Conway,32,Außenkabine,K11980,B,Wandern,Palermo (ITA),Barcelona (ESP)
1304,weiblich,Mary,Reigle,96,Außenkabine,K94695,C,Party,Palma de Mallorca (ESP),Genua (ITA)
1305,weiblich,Susan,Phelps,24,Mitarbeiter:in,K55764,M,,Genua (ITA),Barcelona (ESP)
1306,weiblich,Simone,Wright,35,Außenkabine,K91959,A,Wandern,Genua (ITA),Rom (ITA)
1307,weiblich,Yvonne,Miya,12,Mitarbeiter:in,K43948,M,,Palermo (ITA),Barcelona (ESP)
1308,männlich,Stanley,Combs,96,Mitarbeiter:in,K15894,M,,Genua (ITA),Palermo (ITA)
1309,weiblich,Joyce,Stanley,29,Mitarbeiter:in,K59347,M,,Palermo (ITA),Genua (ITA)
1310,männlich,Stephen,Mcleod,49,Innenkabine,K00939,E,Wandern,Genua (ITA),Palermo (ITA)
1311,weiblich,Stacey,Thomas,48,Innenkabine,K24970,E,Party,Marseille (FRA),Genua (ITA)
1312,weiblich,Joann,Graham,81,Mitarbeiter:in,K44147,M,,Palermo (ITA),Palma de Mallorca (ESP)
1313,weiblich,Kay,Rich,27,Innenkabine,K96159,A,Wandern,Palma de Mallorca (ESP),Genua (ITA)
1314,weiblich,Barbara,Prince,50,Innenkabine,K09925,E,Individual,Rom (ITA),Palma de Mallorca (ESP)
1315,weiblich,Bethel,Saldana,79,Mitarbeiter:in,K80518,M,,Genua (ITA),Palma de Mallorca (ESP)
1316,weiblich,Beulah,Childress,36,Innenkabine,K12133,A,Party,Genua (ITA),Palma de Mallorca (ESP)
1317,weiblich,Karissa,Dias,24,Mitarbeiter:in,K90747,M,,Genua (ITA),Rom (ITA)
1318,männlich,Jamar,Simpson,46,Außenkabine,K51698,B,Individual,Genua (ITA),Barcelona (ESP)
1319,männlich,Kim,Littler,67,Außenkabine,K64375,D,Kultur,Genua (ITA),Marseille (FRA)
1320,männlich,Grady,Norris,14,Innenkabine,K46283,B,Party,Palermo (ITA),Barcelona (ESP)
1321,männlich,William,Clark,82,Außenkabine,K37501,A,Party,Palermo (ITA),Barcelona (ESP)
1322,weiblich,Irene,Preston,16,Innenkabine,K85682,A,Wandern,Genua (ITA),Palma de Mallorca (ESP)
1323,männlich,Shane,Morgan,50,Außenkabine,K44961,A,Wandern,Rom (ITA),Palma de Mallorca (ESP)
1324,divers,Pamela,Lester,93,Mitarbeiter:in,K33792,M,,Marseille (FRA),Genua (ITA)
1325,männlich,Tyler,Sargent,19,Außenkabine,K18385,B,Kulinarik,Genua (ITA),Genua (ITA)
1326,männlich,John,Stroud,71,Innenkabine,K02687,C,Kulinarik,Genua (ITA),Rom (ITA)
1327,weiblich,Edith,Ray,35,Außenkabine,K47127,E,Individual,Genua (ITA),Palma de Mallorca (ESP)
1328,weiblich,Brittany,Milliken,77,Innenkabine,K89735,E,Party,Rom (ITA),Marseille (FRA)
1329,weiblich,Mary,Korsak,33,Außenkabine,K43892,E,Individual,Barcelona (ESP),Genua (ITA)
1330,weiblich,Eleanor,Wright,87,Außenkabine,K06972,D,Party,Palma de Mallorca (ESP),Barcelona (ESP)
1331,weiblich,Rosario,Orsi,50,Innenkabine,K25154,A,Kultur,Genua (ITA),Barcelona (ESP)
1332,männlich,James,Scarnati,74,Außenkabine,K68806,B,Kultur,Marseille (FRA),Genua (ITA)
1333,divers,Thomas,Ordman,26,Außenkabine,K23109,B,Wandern,Palma de Mallorca (ESP),Barcelona (ESP)
1334,divers,Joann,Herrington,33,Innenkabine,K29802,B,Individual,Palermo (ITA),Barcelona (ESP)
1335,weiblich,Carolyn,Veil,36,Außenkabine,K42330,C,Kultur,Genua (ITA),Barcelona (ESP)
1336,männlich,Michael,Albers,16,Innenkabine,K56656,A,Individual,Rom (ITA),Palma de Mallorca (ESP)
1337,weiblich,Lidia,Atkins,82,Außenkabine,K24694,E,Kulinarik,Palma de Mallorca (ESP),Genua (ITA)
1338,männlich,Glenn,Love,21,Außenkabine,K91561,E,Kultur,Palermo (ITA),Genua (ITA)
1339,männlich,Stanley,Tanzosch,94,Innenkabine,K97472,A,Kultur,Palermo (ITA),Barcelona (ESP)
1340,männlich,James,Andrews,12,Außenkabine,K16447,E,Kultur,Genua (ITA),Rom (ITA)
1341,weiblich,Isabelle,Morgan,88,Mitarbeiter:in,K87919,M,,Genua (ITA),Marseille (FRA)
1342,weiblich,Shirley,Vinson,94,Mitarbeiter:in,K64623,M,,Palermo (ITA),Palma de Mallorca (ESP)
1343,weiblich,Martha,Khan,19,Außenkabine,K61100,B,Party,Genua (ITA),Rom (ITA)
1344,weiblich,Angela,Farmer,42,Mitarbeiter:in,K05497,M,,Palermo (ITA),Barcelona (ESP)
1345,männlich,Matthew,Pearce,55,Außenkabine,K40757,A,Party,Palma de Mallorca (ESP),Genua (ITA)
1346,männlich,Lee,Sanchez,68,Außenkabine,K19750,E,Kulinarik,Palermo (ITA),Barcelona (ESP)
1347,männlich,Mark,Gerstner,61,Außenkabine,K09463,E,Kultur,Palermo (ITA),Barcelona (ESP)
1348,divers,Shelia,Sees,15,Innenkabine,K94921,D,Individual,Genua (ITA),Genua (ITA)
1349,männlich,Edward,Haas,11,Innenkabine,K14314,D,Kultur,Palma de Mallorca (ESP),Marseille (FRA)
1350,weiblich,Lois,Simmons,38,Außenkabine,K98788,D,Kulinarik,Barcelona (ESP),Marseille (FRA)
1351,weiblich,Krystal,Ellis,49,Mitarbeiter:in,K78371,M,,Barcelona (ESP),Genua (ITA)
1352,männlich,Joseph,Bledsoe,70,Innenkabine,K88256,B,Kultur,Rom (ITA),Marseille (FRA)
1353,weiblich,Edith,Roberts,77,Außenkabine,K24027,D,Party,Genua (ITA),Marseille (FRA)
1354,weiblich,Kathy,Barrera,77,Innenkabine,K27856,C,Kulinarik,Rom (ITA),Barcelona (ESP)
1355,weiblich,Tracy,Large,38,Mitarbeiter:in,K57690,M,,Genua (ITA),Marseille (FRA)
1356,divers,Donald,Lyle,71,Außenkabine,K22230,D,Wandern,Palermo (ITA),Marseille (FRA)
1357,männlich,David,Peters,69,Außenkabine,K14581,E,Wandern,Genua (ITA),Marseille (FRA)
1358,männlich,Francisco,Devilla,93,Innenkabine,K86836,A,Wandern,Palma de Mallorca (ESP),Barcelona (ESP)
1359,weiblich,Julia,Drewett,50,Innenkabine,K07661,E,Individual,Marseille (FRA),Genua (ITA)
1360,divers,Stephen,Owens,96,Innenkabine,K98700,E,Party,Genua (ITA),Palermo (ITA)
1361,männlich,Norman,Schneider,91,Außenkabine,K41097,A,Individual,Palermo (ITA),Marseille (FRA)
1362,weiblich,Mary,Kuster,98,Innenkabine,K31457,B,Wandern,Palma de Mallorca (ESP),Genua (ITA)
1363,weiblich,Teena,Moran,74,Innenkabine,K66022,E,Individual,Genua (ITA),Genua (ITA)
1364,weiblich,Jean,Ries,73,Innenkabine,K61968,B,Party,Rom (ITA),Marseille (FRA)
1365,männlich,John,Vasquez,88,Außenkabine,K01511,A,Kultur,Genua (ITA),Genua (ITA)
1366,weiblich,Mary,Gains,72,Innenkabine,K46352,D,Kultur,Rom (ITA),Marseille (FRA)
1367,divers,Stephen,Balde,57,Außenkabine,K33303,E,Wandern,Genua (ITA),Genua (ITA)
1368,männlich,Daniel,Cowie,29,Innenkabine,K35895,E,Individual,Genua (ITA),Palma de Mallorca (ESP)
1369,männlich,Zachary,James,46,Mitarbeiter:in,K56607,M,,Palermo (ITA),Palma de Mallorca (ESP)
1370,divers,Billy,Collins,73,Innenkabine,K08387,A,Kulinarik,Barcelona (ESP),Genua (ITA)
1371,männlich,Charles,Aguilera,95,Außenkabine,K85832,D,Wandern,Barcelona (ESP),Genua (ITA)
1372,weiblich,Bernadine,Kenely,14,Innenkabine,K27158,A,Kulinarik,Genua (ITA),Palma de Mallorca (ESP)
1373,weiblich,Albertine,Mills,43,Mitarbeiter:in,K87706,M,,Genua (ITA),Rom (ITA)
1374,männlich,David,Galimi,48,Innenkabine,K08207,C,Kultur,Barcelona (ESP),Genua (ITA)
1375,weiblich,Ashli,Finch,76,Innenkabine,K61646,A,Kultur,Palermo (ITA),Marseille (FRA)
1376,männlich,Bo,Vonbraunsberg,90,Außenkabine,K96116,D,Party,Genua (ITA),Palma de Mallorca (ESP)
1377,weiblich,Tina,Howard,71,Innenkabine,K23611,C,Party,Palma de Mallorca (ESP),Barcelona (ESP)
1378,männlich,Edward,Lado,97,Innenkabine,K80293,E,Kultur,Palermo (ITA),Marseille (FRA)
1379,weiblich,Della,Garrison,33,Mitarbeiter:in,K42846,M,,Genua (ITA),Palma de Mallorca (ESP)
1380,männlich,Robert,Vaught,12,Innenkabine,K68123,A,Wandern,Genua (ITA),Genua (ITA)
1381,männlich,Dustin,Eng,80,Innenkabine,K70843,C,Individual,Rom (ITA),Barcelona (ESP)
1382,divers,Jeffrey,Sandoval,98,Innenkabine,K78230,D,Individual,Genua (ITA),Rom (ITA)
1383,männlich,Shaun,Boutte,76,Außenkabine,K29470,E,Party,Rom (ITA),Barcelona (ESP)
1384,weiblich,Jennie,Rosario,88,Mitarbeiter:in,K02880,M,,Palermo (ITA),Palma de Mallorca (ESP)
1385,männlich,Samuel,Clark,59,Innenkabine,K37136,B,Individual,Genua (ITA),Palermo (ITA)
1386,weiblich,Michelle,Chenault,38,Mitarbeiter:in,K64651,M,,Rom (ITA),Genua (ITA)
1387,männlich,Daniel,Hall,83,Innenkabine,K84159,E,Individual,Palermo (ITA),Marseille (FRA)
1388,divers,Paul,Nimox,41,Außenkabine,K41996,D,Wandern,Genua (ITA),Palma de Mallorca (ESP)
1389,weiblich,Courtney,Acevedo,96,Innenkabine,K91653,C,Individual,Palermo (ITA),Barcelona (ESP)
1390,männlich,Ray,Hutchinson,48,Außenkabine,K35895,C,Wandern,Rom (ITA),Barcelona (ESP)
1391,männlich,John,Smith,18,Außenkabine,K50408,A,Kulinarik,Rom (ITA),Palma de Mallorca (ESP)
1392,männlich,Bobby,Holliman,23,Außenkabine,K93185,E,Wandern,Rom (ITA),Barcelona (ESP)
1393,weiblich,Linda,Robinson,77,Innenkabine,K92159,C,Party,Rom (ITA),Palma de Mallorca (ESP)
1394,männlich,Herman,Harris,73,Innenkabine,K58484,C,Kulinarik,Palma de Mallorca (ESP),Barcelona (ESP)
1395,weiblich,Winona,Lai,29,Außenkabine,K10896,E,Kultur,Genua (ITA),Palma de Mallorca (ESP)
1396,männlich,Richard,Rodeheaver,37,Innenkabine,K25938,D,Party,Genua (ITA),Barcelona (ESP)
1397,männlich,Russell,Pitts,23,Innenkabine,K13063,A,Individual,Genua (ITA),Rom (ITA)
1398,weiblich,Penny,Nolan,53,Mitarbeiter:in,K40131,M,,Rom (ITA),Palermo (ITA)
1399,weiblich,Kimberly,Vegter,86,Innenkabine,K09051,E,Kultur,Palma de Mallorca (ESP),Genua (ITA)
1400,männlich,Christopher,Rogers,48,Innenkabine,K24256,B,Party,Palma de Mallorca (ESP),Marseille (FRA)
1401,männlich,James,Crouch,37,Außenkabine,K95181,D,Kultur,Rom (ITA),Palma de Mallorca (ESP)
1402,männlich,Heath,Ross,73,Innenkabine,K58818,A,Party,Rom (ITA),Marseille (FRA)
1403,weiblich,Sara,Mcmillian,98,Innenkabine,K76797,B,Kultur,Palma de Mallorca (ESP),Barcelona (ESP)
1404,weiblich,Phyllis,Willet,41,Mitarbeiter:in,K08500,M,,Rom (ITA),Genua (ITA)
1405,weiblich,Ann,Edwards,18,Außenkabine,K69154,C,Kulinarik,Rom (ITA),Genua (ITA)
1406,weiblich,Kristie,White,37,Innenkabine,K49574,A,Kultur,Palermo (ITA),Barcelona (ESP)
1407,weiblich,Laura,Hernandez,26,Innenkabine,K74957,D,Wandern,Rom (ITA),Barcelona (ESP)
1408,weiblich,Jean,Stonecipher,96,Außenkabine,K16289,D,Party,Genua (ITA),Barcelona (ESP)
1409,weiblich,Cynthia,Masi,86,Innenkabine,K62791,D,Party,Genua (ITA),Palma de Mallorca (ESP)
1410,männlich,Alan,Mcqueen,64,Mitarbeiter:in,K97643,M,,Rom (ITA),Marseille (FRA)
1411,männlich,Charlie,Bullock,19,Innenkabine,K99035,B,Individual,Genua (ITA),Marseille (FRA)
1412,männlich,Robert,Wells,89,Mitarbeiter:in,K51803,M,,Palermo (ITA),Palma de Mallorca (ESP)
1413,männlich,Rodney,Castro,15,Außenkabine,K31711,C,Wandern,Genua (ITA),Palermo (ITA)
1414,weiblich,Inez,Alexander,57,Innenkabine,K10431,A,Party,Palermo (ITA),Palma de Mallorca (ESP)
1415,divers,Beverly,Welch,84,Innenkabine,K00108,B,Wandern,Marseille (FRA),Genua (ITA)
1416,männlich,Vernon,Gourdine,76,Innenkabine,K12847,A,Wandern,Genua (ITA),Genua (ITA)
1417,männlich,David,Zuidema,50,Mitarbeiter:in,K65138,M,,Palermo (ITA),Genua (ITA)
1418,weiblich,Adria,Gonzales,88,Außenkabine,K62577,B,Wandern,Marseille (FRA),Genua (ITA)
1419,divers,Brenda,Lamar,69,Mitarbeiter:in,K77959,M,,Genua (ITA),Barcelona (ESP)
1420,männlich,Boris,Corum,86,Innenkabine,K28239,B,Wandern,Rom (ITA),Genua (ITA)
1421,weiblich,Elsie,Lester,51,Außenkabine,K01508,D,Wandern,Rom (ITA),Marseille (FRA)
1422,männlich,Billy,Fry,90,Mitarbeiter:in,K71177,M,,Rom (ITA),Palermo (ITA)
1423,männlich,Michael,Chase,80,Innenkabine,K04102,E,Kulinarik,Rom (ITA),Barcelona (ESP)
1424,divers,Sherry,Kerley,37,Mitarbeiter:in,K29890,M,,Palma de Mallorca (ESP),Genua (ITA)
1425,divers,Tricia,Salvage,22,Außenkabine,K18485,B,Individual,Palermo (ITA),Genua (ITA)
1426,männlich,Edward,Wells,90,Mitarbeiter:in,K99278,M,,Rom (ITA),Genua (ITA)
1427,divers,Mary,Scott,24,Innenkabine,K18374,D,Individual,Rom (ITA),Marseille (FRA)
1428,weiblich,Rachel,Cole,45,Außenkabine,K53402,C,Kulinarik,Genua (ITA),Palermo (ITA)
1429,weiblich,Elizabeth,Salafia,24,Innenkabine,K30238,B,Kultur,Genua (ITA),Marseille (FRA)
1430,weiblich,Joyce,Heimsness,84,Außenkabine,K22388,D,Party,Barcelona (ESP),Genua (ITA)
1431,weiblich,Mildred,Waters,65,Innenkabine,K07901,D,Kultur,Genua (ITA),Rom (ITA)
1432,weiblich,Rachael,Hale,13,Außenkabine,K94519,E,Party,Barcelona (ESP),Marseille (FRA)
1433,weiblich,Carrie,Lassiter,61,Außenkabine,K42604,B,Party,Genua (ITA),Palermo (ITA)
1434,männlich,Keith,Hileman,19,Außenkabine,K21293,D,Individual,Palma de Mallorca (ESP),Genua (ITA)
1435,männlich,Ronnie,Clark,54,Innenkabine,K11215,E,Party,Palermo (ITA),Marseille (FRA)
1436,männlich,Emanuel,Gutierrez,93,Innenkabine,K10793,D,Kulinarik,Genua (ITA),Marseille (FRA)
1437,weiblich,Joanne,Delong,38,Innenkabine,K13146,E,Individual,Palma de Mallorca (ESP),Genua (ITA)
1438,männlich,Matthew,Grace,62,Außenkabine,K51376,E,Kultur,Palermo (ITA),Barcelona (ESP)
1439,weiblich,Edith,Folkerts,38,Innenkabine,K63065,E,Kultur,Barcelona (ESP),Marseille (FRA)
1440,divers,Elnora,Tucker,32,Innenkabine,K74797,D,Individual,Palermo (ITA),Genua (ITA)
1441,männlich,Kevin,Richards,66,Außenkabine,K80253,C,Party,Palma de Mallorca (ESP),Genua (ITA)
1442,weiblich,Christine,Pitts,59,Mitarbeiter:in,K79043,M,,Genua (ITA),Barcelona (ESP)
1443,männlich,Matthew,Gaffney,30,Innenkabine,K09592,E,Party,Genua (ITA),Palermo (ITA)
1444,weiblich,Ashley,Jamison,52,Innenkabine,K45399,B,Kultur,Palermo (ITA),Palma de Mallorca (ESP)
1445,männlich,Brian,Reyes,19,Außenkabine,K56166,A,Kulinarik,Genua (ITA),Genua (ITA)
1446,weiblich,Judy,Mcneill,85,Außenkabine,K12200,C,Kulinarik,Palermo (ITA),Genua (ITA)
1447,weiblich,Cindy,Guerrero,39,Mitarbeiter:in,K95880,M,,Palma de Mallorca (ESP),Marseille (FRA)
1448,divers,James,Allen,60,Mitarbeiter:in,K65328,M,,Marseille (FRA),Genua (ITA)
1449,weiblich,Susan,Cooperrider,42,Außenkabine,K94733,C,Party,Rom (ITA),Palermo (ITA)
1450,weiblich,Susan,Cruz,27,Außenkabine,K55218,B,Kultur,Genua (ITA),Palma de Mallorca (ESP)
1451,weiblich,Patricia,Lipscomb,87,Innenkabine,K18796,E,Wandern,Genua (ITA),Palermo (ITA)
1452,weiblich,Deborah,Carroll,31,Innenkabine,K42171,D,Kulinarik,Rom (ITA),Palma de Mallorca (ESP)
1453,weiblich,Mildred,Han,73,Mitarbeiter:in,K74837,M,,Genua (ITA),Palma de Mallorca (ESP)
1454,männlich,Stephen,Bates,30,Außenkabine,K67416,B,Kulinarik,Palma de Mallorca (ESP),Genua (ITA)
1455,divers,Thomas,Toomey,10,Innenkabine,K29999,E,Individual,Palma de Mallorca (ESP),Barcelona (ESP)
1456,weiblich,Norma,Oroark,24,Außenkabine,K12396,B,Individual,Genua (ITA),Genua (ITA)
1457,weiblich,Barbara,Hinds,45,Außenkabine,K90557,B,Kulinarik,Palma de Mallorca (ESP),Genua (ITA)
1458,männlich,Merle,Sims,56,Außenkabine,K11026,A,Party,Genua (ITA),Palermo (ITA)
1459,weiblich,Nadine,Davila,63,Mitarbeiter:in,K76877,M,,Genua (ITA),Rom (ITA)
1460,männlich,Charles,Walley,95,Innenkabine,K10565,C,Kultur,Rom (ITA),Barcelona (ESP)
1461,weiblich,Tracy,Pierson,41,Mitarbeiter:in,K67109,M,,Genua (ITA),Barcelona (ESP)
1462,männlich,Joseph,Martin,67,Außenkabine,K77796,C,Individual,Palermo (ITA),Palma de Mallorca (ESP)
1463,weiblich,Estelle,Schenck,55,Außenkabine,K13873,D,Individual,Genua (ITA),Barcelona (ESP)
1464,divers,Jeffery,Stanbaugh,63,Außenkabine,K79580,E,Kultur,Palermo (ITA),Barcelona (ESP)
1465,männlich,Oscar,Black,42,Außenkabine,K53249,D,Party,Barcelona (ESP),Genua (ITA)
1466,divers,Margaret,Kelly,48,Mitarbeiter:in,K79505,M,,Palermo (ITA),Barcelona (ESP)
1467,männlich,James,Matthews,32,Außenkabine,K65289,C,Individual,Palma de Mallorca (ESP),Marseille (FRA)
1468,weiblich,Patsy,Murillo,52,Außenkabine,K93442,E,Wandern,Palermo (ITA),Palma de Mallorca (ESP)
1469,weiblich,Helen,Thomas,64,Außenkabine,K17640,D,Individual,Rom (ITA),Marseille (FRA)
1470,weiblich,Carol,Moore,11,Außenkabine,K90733,A,Individual,Palermo (ITA),Marseille (FRA)
1471,weiblich,Malissa,Clark,75,Innenkabine,K81455,D,Wandern,Rom (ITA),Genua (ITA)
1472,weiblich,Pearl,Mccoy,47,Innenkabine,K92959,A,Kulinarik,Rom (ITA),Palma de Mallorca (ESP)
1473,männlich,Rodolfo,Deisher,38,Innenkabine,K94739,D,Kulinarik,Palermo (ITA),Barcelona (ESP)
1474,männlich,Michael,Mcdaniel,76,Innenkabine,K92598,E,Kulinarik,Genua (ITA),Genua (ITA)
1475,weiblich,Bridget,Thoburn,80,Außenkabine,K79720,A,Wandern,Palermo (ITA),Palma de Mallorca (ESP)
